"preco","nrQuartos","nrWC","Sala_estar_m2","lote_m2","nrAndares","vista","condicao","piso_m2","arrecadacao_m2","Ano_construcao","Ano_renovacao"
359000,5,4,45,599,2,0,4,175,0,1953,1983
252500,3,2,44,720,1,0,3,171,0,1991,0
370000,3,3,55,1305,1,0,4,167,177,1961,2001
663000,3,2,34,349,1,0,5,77,207,1928,1970
971971,4,6,80,606,2,0,3,311,0,2013,0
330675,4,3,45,273,1,0,3,108,243,2006,0
240000,4,1,28,195,2,0,3,108,0,1933,0
334888,3,4,41,659,2,0,3,159,0,2012,0
414000,3,4,58,409,3,0,3,224,0,2012,0
782900,4,4,71,351,2,0,3,207,253,2014,0
525000,4,5,70,596,2,0,3,273,0,2011,0
429900,3,4,55,482,2,0,3,213,0,2009,0
390000,3,4,32,82,2,0,3,99,90,2006,0
224000,3,4,35,1077,1,0,3,135,0,2014,0
257500,3,3,40,614,2,0,3,154,0,1995,0
665000,2,1,26,288,1,0,3,100,0,1925,2002
327000,5,5,56,725,2,0,3,216,0,1998,2006
425000,3,1,35,19210,2,3,5,137,0,1988,0
687500,4,5,74,987,2,0,3,287,0,1994,0
672500,3,3,56,477,2,0,4,113,383,1939,1989
140000,3,1,25,673,1,0,3,95,0,1959,1989
215500,2,4,28,1404,1,0,3,110,0,1972,2002
453000,4,5,53,3378,1,3,5,140,250,1979,0
7e+05,3,4,39,139,2,2,3,126,87,2002,0
259500,3,4,38,1111,1,0,3,149,0,1957,2000
460000,4,4,49,3158,1,0,4,116,273,1985,0
561500,3,4,46,574,1,0,4,88,327,1939,1989
641000,4,4,64,5681,2,0,3,249,0,1997,0
330000,4,4,57,662,1,0,3,145,277,1978,0
447000,2,1,31,754,1,0,3,119,0,1953,0
212700,2,1,22,454,1,0,3,85,0,1926,2003
260000,2,1,16,432,1,0,3,63,0,1922,2008
410000,3,2,33,4116,2,0,4,126,0,1981,0
355000,4,4,44,708,2,0,3,170,0,1996,0
415000,3,4,56,805,1,0,4,167,183,1967,0
279000,3,4,38,716,1,0,3,119,103,1985,0
350000,5,4,54,1289,1,0,4,106,383,1968,0
355000,2,3,31,975,2,0,3,120,0,1985,0
750000,4,3,74,1044,2,0,3,207,297,1984,0
235000,3,4,33,567,1,0,3,126,0,1998,2006
209950,3,1,23,862,1,0,4,87,0,1967,0
230000,3,4,23,864,1,0,5,91,0,1969,0
725000,3,4,83,4901,2,0,3,322,0,1990,2009
430000,2,1,24,231,1,0,5,77,67,1927,0
661500,5,4,58,648,1,0,4,134,337,1977,0
221000,3,1,21,791,1,0,3,82,0,1966,0
665000,3,4,61,3150,2,0,3,235,0,1988,2000
255000,3,4,40,557,2,0,3,155,0,1998,2006
1195000,5,5,85,1197,2,0,5,248,300,1969,0
355000,3,4,47,2042,1,0,4,184,0,1980,0
755000,5,4,76,2187,2,1,4,208,317,1950,1983
3e+05,3,3,37,802,1,0,3,143,0,1956,2001
5e+05,4,1,33,639,2,0,3,130,0,1906,2014
191000,2,1,21,306,1,0,5,81,0,1905,0
315000,6,4,72,382,2,2,4,188,343,1993,0
415000,3,4,25,138,2,0,3,95,0,2000,0
394000,4,4,70,881,2,0,3,270,0,2002,0
523460,5,4,44,450,2,0,3,98,267,1906,2014
550000,4,5,96,1458,2,0,3,374,0,2006,0
342000,3,4,41,937,1,0,3,115,167,1981,2013
560000,4,4,63,592,2,0,3,244,0,2003,0
1050000,4,5,102,1245,2,3,3,299,357,2003,0
710000,2,3,38,367,2,0,5,139,33,1916,0
1020000,3,3,39,432,2,3,3,150,0,1903,2005
399950,3,4,60,939,2,0,3,231,0,1989,0
480000,2,1,35,308,1,0,3,135,0,1902,0
410000,3,1,63,1710,2,3,4,244,0,1950,1983
530000,4,4,66,4352,1,0,3,154,383,1978,0
528000,2,3,20,3658,1,4,4,76,0,1937,0
397000,5,1,27,608,1,0,4,72,123,1944,0
718500,3,3,28,562,1,0,3,93,57,1952,2008
195000,2,1,24,729,1,0,3,92,0,1940,1996
285000,2,1,21,734,1,0,4,82,0,1948,0
602000,4,4,56,3402,1,0,4,169,180,1981,0
235000,3,4,45,784,1,0,3,176,0,1960,2012
465000,4,4,71,540,2,0,3,275,0,2012,0
234000,4,1,32,1620,1,0,3,125,0,1955,2013
504200,2,3,28,152,3,0,3,108,0,2008,0
710000,3,4,57,374,2,0,3,220,0,2003,0
589500,3,4,54,277,2,0,3,156,193,2005,0
415000,3,5,60,5816,2,0,3,234,0,2009,0
735000,3,3,35,109,2,0,3,94,150,2011,0
427000,3,4,56,845,2,2,3,219,0,2005,0
982000,4,5,84,772,2,0,3,325,0,2014,0
459000,4,3,59,900,2,0,3,228,0,2013,0
483453,4,5,65,497,2,0,3,251,0,2014,0
246950,3,3,39,400,1,0,3,150,0,2014,0
235000,1,3,27,131,2,0,3,96,33,2007,0
229800,2,4,26,160,2,0,3,100,0,2014,0
516500,1,2,26,57,3,0,3,99,0,2014,0
1600000,3,5,66,648,2,0,4,221,120,1930,0
234000,3,1,24,732,1,0,3,94,0,1983,2009
230000,2,4,44,304,2,0,3,172,0,1980,0
3e+05,4,1,32,765,1,0,3,123,0,1949,1998
470000,3,3,35,450,2,0,4,103,120,1927,0
339900,3,1,28,818,1,0,5,108,0,1969,0
650000,2,1,24,229,1,0,3,79,57,1904,0
585000,5,4,62,1510,2,0,4,146,350,1920,0
699900,4,4,51,1035,1,0,4,129,253,1972,0
598000,4,4,73,3683,2,0,3,282,0,1994,0
475000,3,4,39,819,1,0,3,104,180,1998,2006
314500,3,4,39,1562,1,0,3,108,167,1978,0
397000,3,5,32,115,2,0,3,112,40,2007,0
345000,3,2,37,1350,1,0,4,145,0,1986,0
265000,3,1,42,689,1,0,5,162,0,1957,0
402000,4,5,69,1399,1,0,4,191,277,1974,0
835000,3,3,49,4861,2,0,4,191,0,1964,0
780000,4,4,81,634,2,0,3,315,0,2005,0
250000,3,2,33,830,1,0,3,130,0,1965,1993
1200000,4,2,49,302,2,0,3,191,0,1905,2010
935000,2,4,41,186,2,0,5,160,0,1974,0
3e+05,2,1,22,734,1,0,3,86,0,1947,2012
419000,2,4,35,448,1,0,3,136,0,2006,0
410000,1,3,23,518,1,0,3,91,0,1911,1948
1165000,3,3,88,450,2,0,3,253,327,1989,0
461000,3,4,84,780,2,0,4,216,400,1948,0
385000,3,4,30,633,1,0,3,117,0,1968,1997
669500,4,3,58,364,2,0,4,137,327,1940,2001
491950,3,3,49,966,1,0,3,130,217,1958,2004
560000,3,3,48,1350,2,0,3,186,0,1955,2013
370000,3,1,31,661,1,0,3,119,0,1982,0
263400,4,2,32,5449,1,0,3,86,133,1960,2012
1e+05,2,1,22,686,1,0,2,84,0,1942,0
289950,3,4,41,773,2,0,5,158,0,1937,0
263000,3,4,33,729,2,0,3,127,0,1985,0
397500,4,4,60,707,2,0,3,231,0,1992,0
245000,3,5,30,1278,1,0,3,77,147,1996,0
535000,3,1,37,567,1,0,3,106,133,1925,2002
449000,4,4,69,543,2,0,3,266,0,2005,0
490000,4,3,54,315,2,0,3,173,137,2003,0
445800,4,3,48,3550,1,0,3,132,200,1977,2004
345000,2,1,23,518,1,0,4,87,0,1932,1958
327500,3,3,54,648,2,0,3,208,0,1990,2009
436500,4,4,53,1006,2,0,4,206,0,1988,0
550000,3,3,40,864,1,0,4,110,167,1967,0
441000,2,3,28,306,1,0,3,89,67,1919,2001
406500,2,1,20,518,1,0,4,78,0,1947,1988
243000,2,3,25,158,2,0,3,96,0,1990,2009
359500,4,5,50,928,2,0,3,193,0,1993,0
760000,4,4,77,14898,2,0,3,297,0,1984,0
1925000,5,5,112,725,3,2,4,334,373,1914,1945
408000,5,4,66,593,2,0,3,209,167,1906,2014
875000,4,3,42,292,2,0,4,162,0,1929,0
308000,3,1,23,792,1,0,4,91,0,1954,1979
880000,4,5,75,395,2,0,4,209,300,1931,0
1730000,5,5,116,2389,2,3,3,307,530,2008,0
170000,2,1,28,2231,2,0,2,108,0,1976,0
491500,3,3,34,389,2,0,3,132,0,1985,0
515000,3,4,60,406,2,0,3,234,0,2003,0
255000,2,1,31,897,1,0,3,85,127,1919,2001
635000,3,4,78,361,2,0,3,230,267,2005,0
850000,3,4,62,215,2,0,3,165,273,1920,1979
265000,2,2,43,977,1,0,3,113,200,1952,2008
349810,3,1,22,797,1,0,4,86,0,1958,1972
972000,4,4,47,567,1,2,5,145,133,1937,0
235000,2,1,21,2592,1,0,1,81,0,1928,0
330000,4,4,54,1061,2,0,3,211,0,1997,0
5e+05,4,3,86,1354,3,0,3,335,0,1979,2014
570000,3,2,44,2627,1,0,3,132,140,1949,2013
1309500,4,4,62,1099,1,4,3,143,363,1956,2001
544000,3,4,34,145,2,0,3,106,93,2007,0
439000,3,4,74,711,1,0,3,163,457,2006,0
530000,4,3,46,1358,2,0,3,178,0,1981,2013
427500,2,2,25,84,3,0,3,98,0,2008,0
337000,4,4,52,537,2,0,4,201,0,2002,0
1095000,4,5,77,823,2,0,4,300,0,1995,0
765000,5,3,67,513,1,0,3,176,307,1964,2000
492650,4,4,49,881,1,0,3,148,160,1967,2011
383962,4,4,63,630,2,0,3,243,0,2001,0
950000,4,4,85,691,3,0,3,330,0,2007,0
1510000,5,4,102,1013,2,0,3,395,0,2007,0
882566,4,4,83,474,3,0,3,320,0,2014,0
963000,4,4,82,773,2,0,3,318,0,2007,0
345000,4,4,53,450,2,0,3,205,0,2006,0
2065000,4,6,101,717,2,0,3,392,0,2013,0
314500,3,2,48,1197,1,0,3,185,0,1993,0
530000,3,4,85,3553,2,2,4,293,133,1989,0
650000,4,4,78,4207,2,0,3,302,0,2004,0
349500,3,2,30,324,1,0,3,114,0,1963,2008
165050,3,1,28,766,1,0,3,108,0,1959,1989
580000,3,4,51,990,2,2,3,198,0,1978,0
330000,3,4,39,1018,1,0,3,97,200,1959,1989
875000,5,5,89,745,2,0,3,346,0,2001,0
5e+05,2,1,22,405,1,2,3,77,33,1926,2003
445000,4,4,53,3787,2,0,3,205,0,1994,0
274900,4,4,46,594,2,0,3,177,0,1987,2000
219950,3,3,38,838,1,0,4,146,0,1967,0
691500,4,4,60,648,2,0,3,234,0,1962,2002
459500,2,1,29,344,1,0,3,77,133,1929,0
955500,4,4,49,457,2,0,3,192,0,1914,1993
328950,4,4,59,808,1,0,5,117,417,1978,0
307000,3,1,27,540,2,0,3,104,0,1927,2011
382500,3,4,24,810,1,0,4,94,0,1967,0
1150000,4,4,78,938,2,0,3,301,0,1996,0
1297000,6,5,61,848,2,0,5,226,40,1900,0
478000,3,3,38,351,2,0,3,148,0,1994,0
260000,2,1,18,712,1,0,4,69,0,1948,0
850000,4,4,101,10148,1,0,3,198,717,2006,0
616000,4,4,39,526,1,0,3,153,0,1957,2000
540000,3,4,48,862,1,0,3,126,217,1984,0
3e+05,3,3,39,462,2,0,3,149,0,2001,0
507500,3,4,46,863,1,0,3,107,267,1977,2004
241000,3,2,41,630,1,0,3,159,0,1986,0
485000,3,3,57,4312,2,0,3,188,117,1991,0
695000,3,4,61,4622,2,0,3,236,0,1998,2006
548000,4,4,57,990,2,0,3,220,0,1994,0
345000,2,1,25,700,1,0,3,97,0,1955,2005
280000,3,1,25,964,1,0,4,98,0,1962,0
450000,3,4,33,1240,1,0,3,126,0,1963,2008
515000,3,4,47,648,2,0,3,181,0,1994,0
1014250,3,1,38,1157,2,0,5,135,47,1920,0
739900,5,4,76,453,2,0,3,296,0,2004,0
6e+05,2,4,58,1339,2,0,3,226,0,1990,2009
729032,4,4,66,1158,1,0,4,160,353,1977,0
510000,3,4,41,632,2,0,3,158,0,1934,1978
425000,3,3,30,1725,1,0,3,117,0,1964,2000
1080000,3,5,90,649,2,1,3,293,210,1967,2010
563000,4,1,33,304,2,0,5,127,0,1911,1984
1695000,4,5,88,981,2,2,5,276,233,1924,1956
590000,3,2,33,577,1,0,4,82,167,1947,1988
695000,3,2,58,367,2,0,5,151,273,1922,1956
402500,2,1,19,205,1,0,5,72,0,1946,0
435000,3,4,59,1210,2,0,3,228,0,1993,0
660000,3,2,60,2565,1,0,3,177,200,1983,2009
3e+05,3,5,49,866,1,0,3,121,250,1987,2000
6e+05,5,3,69,700,1,0,3,142,467,1960,2012
205000,3,4,27,742,1,0,3,105,0,1981,2013
357500,3,5,48,459,2,0,3,187,0,2004,0
1110000,5,4,78,360,2,0,4,226,280,1997,0
332888,2,4,24,93,2,0,3,86,33,2007,0
174000,2,1,21,1218,1,0,3,81,0,1979,2014
515000,2,1,24,450,1,0,5,95,0,1907,0
392000,5,3,87,2923,2,0,3,202,500,1958,2004
485000,4,4,33,369,2,0,3,129,0,1900,2005
217500,3,4,33,859,1,0,4,126,0,1984,0
502000,3,3,37,4105,2,0,4,144,0,1983,0
820000,3,3,67,878,2,0,3,259,0,1989,0
1640000,3,4,73,490,2,3,4,202,300,1913,0
540000,4,4,51,913,1,0,4,106,333,1968,0
6e+05,2,1,21,180,2,0,3,82,0,1900,2005
406000,4,1,37,763,2,2,4,142,0,1928,0
620000,4,3,49,569,1,0,5,130,230,1948,1985
1060000,4,4,106,1441,2,2,3,411,0,1990,2009
401000,3,2,29,1005,1,0,3,90,80,1984,0
725000,3,4,43,540,2,2,4,167,0,1959,0
5e+05,5,4,73,1088,2,0,3,196,317,1975,0
375000,3,4,59,3164,1,0,4,162,243,1977,0
2300000,4,7,92,880,2,2,4,305,193,1928,0
260000,3,3,45,871,1,0,4,117,207,1961,2001
1565000,4,5,69,1148,2,1,4,192,280,1918,1986
431000,4,4,53,548,2,0,3,207,0,2001,0
321000,4,4,43,864,2,0,3,165,0,2003,0
433000,4,3,36,455,1,0,4,106,123,1963,0
920000,4,5,95,960,2,0,3,367,0,2005,0
482000,3,3,40,1934,2,0,3,154,0,1989,0
712000,3,4,55,368,2,0,3,214,0,2002,0
505000,4,5,51,880,1,0,4,99,367,1962,0
2367000,3,3,82,1571,1,3,3,166,563,1930,1993
452000,3,4,26,811,1,0,4,100,0,1966,0
952500,4,3,59,455,2,0,4,230,0,1910,0
808000,4,3,58,798,2,0,4,225,0,1987,0
476000,4,3,67,620,1,0,3,143,433,1945,2013
535000,4,4,33,450,2,0,4,128,0,1945,0
1356925,4,5,99,522,2,3,5,285,367,1937,0
629800,3,4,56,179,2,0,3,200,57,2008,0
417838,4,4,59,454,2,0,3,228,0,2014,0
399895,4,4,63,405,2,0,3,243,0,2014,0
825000,4,5,93,597,2,0,3,359,0,2003,0
3e+05,4,4,54,344,2,0,3,207,0,2006,0
640000,2,3,36,87,3,0,3,139,0,2007,0
460000,3,4,34,95,2,0,3,85,170,2008,0
499990,4,5,68,570,2,0,3,262,0,2013,0
512031,3,4,36,270,1,2,3,69,257,1920,1979
310000,2,1,16,270,1,0,4,63,0,1918,1974
1075000,3,4,76,927,1,0,3,151,533,1970,2014
255000,4,2,56,806,1,0,3,129,333,1960,2012
435000,3,4,44,719,2,0,3,171,0,1993,0
453000,3,2,39,1355,1,0,3,113,133,1983,2009
260000,4,2,38,719,2,0,4,146,0,1975,0
659000,4,2,49,972,1,0,4,188,0,1951,1999
223000,3,2,26,651,1,0,4,100,0,1991,0
851000,5,4,87,881,2,0,3,230,403,1984,0
605000,3,3,48,1092,1,0,4,138,183,1973,0
895000,4,3,45,536,1,0,3,120,207,1947,2012
519000,5,3,60,1175,1,1,3,132,367,1950,1992
535000,3,4,54,1093,1,0,3,125,313,1983,2009
489000,3,3,86,934,2,0,3,333,0,1982,0
250000,3,3,45,696,1,0,3,137,133,1965,1993
580000,3,3,44,356,2,0,3,108,233,1905,2010
1038000,4,4,33,1197,1,0,4,130,0,1967,0
605000,4,3,68,4391,1,0,5,137,473,1961,0
599950,4,5,58,277,2,0,3,163,230,2008,0
7e+05,3,4,58,2150,2,0,3,224,0,1993,0
480000,3,2,34,905,1,0,4,132,0,1956,0
250000,3,4,28,2232,1,0,3,108,0,1984,0
345000,5,4,57,629,2,0,3,221,0,2002,0
175000,4,4,41,540,2,0,3,160,0,1991,0
185000,5,1,37,603,2,0,3,98,167,1942,1999
411000,4,2,55,6900,2,0,4,213,0,1978,2000
690000,3,3,41,360,2,0,3,158,0,1922,2008
265000,4,3,45,735,1,0,4,175,0,1948,0
720000,4,3,82,1109,2,0,4,196,457,1990,0
256000,4,4,48,521,2,0,3,185,0,2002,0
255000,4,3,39,286,2,0,3,151,0,2002,0
481015,3,3,36,496,2,0,3,140,0,1987,2000
339950,3,4,56,3064,1,0,3,166,183,1984,0
475000,4,4,47,653,2,0,4,184,0,1963,0
732000,3,6,62,587,3,4,4,182,217,1977,0
860000,4,4,44,335,2,0,4,169,0,1924,0
389000,4,4,56,693,2,0,4,135,300,1927,0
645000,3,4,53,1032,1,0,4,123,300,1956,0
475000,4,4,43,490,2,0,5,167,0,1981,0
550000,4,5,50,450,1,0,3,129,243,1987,2000
305000,2,1,50,1166,1,0,3,122,267,1968,1997
782000,2,3,36,324,2,2,4,119,83,1906,1990
545000,3,2,31,648,2,0,4,121,0,1923,0
394500,4,4,70,544,2,0,3,270,0,2004,0
6e+05,5,2,51,816,1,0,5,100,360,1965,0
1300000,4,4,61,1944,1,0,4,235,0,1966,0
3e+05,2,1,23,1073,1,0,3,91,0,1947,2012
330000,4,4,49,548,2,0,3,189,0,2003,0
723000,4,3,56,427,2,0,3,147,267,1928,1954
2271150,4,4,94,1702,1,0,4,364,0,1954,1979
480000,5,4,50,696,2,0,3,194,0,1998,2006
496000,2,1,21,833,1,0,3,81,0,1946,0
625000,3,3,42,148,3,0,3,139,93,2006,0
475000,4,2,49,1212,1,0,5,95,350,1962,0
253000,2,1,30,642,1,0,4,85,123,1980,0
630000,4,4,51,889,1,0,4,127,260,1979,0
660500,5,4,69,495,2,0,5,155,410,1918,0
262000,5,1,43,702,1,0,3,142,97,1962,2003
2147500,3,5,108,495,2,4,5,274,540,1909,1988
552000,3,4,43,891,1,0,3,166,0,1978,0
1411600,2,4,74,846,2,4,5,235,190,1985,0
736000,2,1,35,360,1,0,3,99,133,1933,0
355000,3,4,40,667,2,0,3,156,0,1954,2005
305000,3,1,37,668,1,0,3,91,190,1962,2003
484998,4,4,36,168,2,0,3,139,0,2014,0
1054690,4,5,79,358,2,0,3,235,260,2014,0
334500,2,3,19,167,2,0,3,75,0,2005,0
475000,4,5,61,556,2,0,3,236,0,2013,0
274500,3,3,34,365,2,0,3,131,0,2010,0
265050,2,3,19,191,2,0,3,72,0,2008,0
567500,3,4,53,225,2,0,3,169,133,2006,0
915000,3,6,89,5645,2,0,3,281,243,2013,0
285000,5,4,53,567,2,0,3,204,0,1995,0
445838,3,4,52,512,2,0,3,203,0,2000,0
304900,4,4,60,1019,1,0,4,145,330,1969,0
940000,4,2,58,857,2,0,5,224,0,1968,0
1127000,4,4,73,745,2,0,4,284,0,1995,0
835000,4,5,115,2314,2,0,3,444,0,2005,0
290000,3,1,33,1013,1,0,3,130,0,1967,2011
250000,3,4,41,798,1,0,4,159,0,1959,0
1012000,4,4,69,1464,2,0,3,268,0,1989,0
4e+05,4,3,52,648,1,0,4,117,310,1963,0
312500,3,4,43,717,1,0,3,84,300,1950,2008
267000,3,1,40,979,1,0,4,92,240,1962,0
575000,3,4,36,607,1,0,3,127,40,1955,2005
810000,3,3,35,814,1,0,4,137,0,1954,1979
850000,3,4,75,450,2,2,5,219,267,1945,0
1015000,3,4,84,360,2,0,3,246,297,2005,0
1100000,4,6,118,5411,2,0,3,456,0,2000,0
240000,3,4,36,788,1,0,3,141,0,1960,2012
565000,4,4,52,776,1,0,4,129,267,1969,0
1195000,5,3,79,1632,2,0,3,229,293,1952,2005
340000,8,5,65,603,1,0,3,132,440,1977,2004
815000,4,4,73,378,2,0,3,284,0,2002,0
1875000,4,4,91,984,2,0,3,354,0,2006,0
588000,5,3,51,441,2,0,5,134,233,1940,0
280500,4,4,44,627,2,0,3,170,0,1997,0
509000,2,3,45,317,2,0,3,174,0,1989,0
490600,3,4,77,1030,2,0,3,298,0,1986,0
650000,3,3,32,405,1,0,5,124,0,1960,0
715000,3,4,48,203,3,4,3,187,0,1997,0
529950,3,1,29,450,2,0,5,112,0,1909,1988
265000,3,1,24,775,1,0,5,92,0,1959,0
1755000,3,2,55,432,2,0,3,212,0,1909,2014
1140000,3,4,65,3015,2,1,4,190,223,1969,0
554729,4,4,47,392,2,0,5,156,97,1943,0
395000,5,4,43,941,1,2,3,122,160,1948,1994
341000,3,1,32,433,2,0,3,125,0,1908,1988
264500,4,3,48,1025,1,0,4,108,287,1962,0
395000,4,5,61,3156,2,0,3,238,0,1963,2008
640000,3,3,46,910,1,0,3,178,0,1959,1989
430000,3,3,42,457,1,0,3,93,260,1958,2004
410000,4,4,39,810,1,0,5,153,0,1972,0
220000,4,1,28,540,2,0,3,108,0,1923,1998
1625000,4,4,69,324,2,0,3,194,277,1999,0
405500,2,5,31,113,2,0,3,101,77,2006,0
633000,4,4,55,900,1,3,3,178,127,1977,2004
295950,2,1,28,558,1,0,3,107,0,1948,1994
605000,4,4,65,971,1,0,3,128,460,1970,2014
255000,2,3,21,144,2,0,3,83,0,1995,0
474000,3,4,36,720,2,0,3,138,0,1978,0
288000,3,4,35,323,2,0,3,137,0,2004,0
1150000,5,4,83,803,2,0,3,322,0,2000,0
6e+05,5,3,70,1251,2,0,4,270,0,1975,0
515000,5,4,64,867,1,0,5,125,450,1977,0
345000,4,4,47,497,2,0,3,184,0,1999,0
975000,6,5,59,4874,2,4,3,227,0,1954,2005
439990,3,4,45,121,2,0,3,117,210,2005,0
554950,3,4,69,923,2,0,3,266,0,2006,0
605000,3,4,61,576,2,0,3,235,0,2001,0
609000,3,4,38,137,3,0,3,147,0,2014,0
425000,3,3,33,92,3,0,3,126,0,2007,0
399900,2,4,33,90,2,0,3,81,170,2011,0
1025000,4,5,102,977,2,0,3,393,0,2008,0
2351956,4,5,116,1747,2,1,3,360,337,2014,0
625000,3,3,30,648,1,0,5,117,0,1960,0
6e+05,3,4,54,685,2,0,3,209,0,2003,0
1200000,4,4,63,385,2,0,3,243,0,2004,0
1738000,4,3,68,586,2,0,4,203,220,1937,0
671000,4,3,73,513,2,0,3,158,460,1953,0
459500,3,4,34,446,1,0,3,93,147,1984,0
499000,3,4,36,119,3,0,3,125,50,1995,0
1280000,4,4,73,416,2,4,3,182,380,1917,2005
395000,3,4,34,693,1,0,3,133,0,1975,0
861990,5,5,84,508,2,0,3,324,0,2014,0
530000,3,4,31,225,1,0,3,78,150,1918,0
195000,2,1,28,2431,1,0,4,107,0,1910,0
747500,4,3,55,1674,2,0,4,212,0,1977,0
199990,3,1,26,770,1,0,3,99,0,1961,2004
548800,4,1,39,423,2,0,3,113,133,1930,1997
870000,4,3,71,3262,2,0,3,241,120,1923,2014
588000,3,2,43,430,2,0,5,167,0,1908,0
670000,6,3,94,3255,2,0,4,236,477,1970,0
445000,2,2,29,225,2,0,3,112,0,1985,0
3e+05,4,3,51,972,1,0,3,198,0,1960,2012
480000,3,3,39,818,1,0,4,102,183,1959,0
3e+05,3,1,22,464,2,0,5,84,0,1919,1934
360000,3,3,42,1980,2,0,3,162,0,1931,0
527000,6,5,70,756,1,0,3,135,500,1979,2014
875000,3,3,42,1142,1,0,4,164,0,1952,0
266000,4,3,46,639,2,0,4,180,0,1981,0
866000,4,4,93,881,2,0,3,359,0,2004,0
335950,2,3,19,467,1,0,5,72,0,1951,0
215000,3,1,22,861,1,0,5,86,0,1967,0
481000,4,4,53,744,2,0,3,206,0,2002,0
320000,3,4,52,1048,1,0,3,114,317,1950,2005
295000,3,3,38,650,2,0,4,148,0,1908,0
320000,3,1,26,952,1,0,4,101,0,1969,0
780000,4,2,60,432,1,2,3,126,400,1953,0
437500,3,2,35,432,2,0,5,134,0,1948,1985
443000,5,4,38,270,2,0,3,149,0,1902,0
575000,4,4,56,552,2,0,3,216,0,1990,2009
245000,2,1,35,602,1,0,3,107,103,1926,2003
450000,3,4,46,1151,2,0,3,179,0,1993,0
536000,2,3,26,67,2,0,3,93,33,2009,0
685000,3,4,47,996,2,0,4,183,0,1980,0
373000,4,4,37,713,2,0,4,143,0,1960,2001
450000,3,4,34,755,1,0,4,133,0,1971,0
645000,4,4,62,1679,2,0,3,242,0,1985,0
230000,3,1,32,540,1,0,3,125,0,1954,2005
593000,3,5,43,167,2,0,3,152,47,2011,0
558000,2,2,37,518,1,0,5,71,263,1910,0
538250,3,3,60,1371,2,3,3,233,0,1984,0
475000,5,4,58,725,1,0,4,134,340,1977,0
209950,3,3,27,657,1,0,4,106,0,1968,0
410000,3,3,34,1729,2,0,3,131,0,1989,0
1636000,3,4,72,609,2,1,4,230,187,1946,1989
670000,5,4,66,6167,2,0,5,257,0,1958,0
821000,3,5,64,763,1,0,4,152,357,1967,0
665000,5,2,65,1601,1,0,4,126,467,1963,0
631500,4,2,59,509,2,0,4,172,207,1910,0
570000,3,2,38,253,1,3,4,74,273,1924,0
437000,3,4,52,1581,1,0,4,200,0,1967,0
542500,3,4,47,908,2,0,3,184,0,1987,2000
229500,3,1,29,540,1,0,4,111,0,1967,0
170500,2,1,25,693,1,0,3,74,80,1981,2013
296475,3,4,35,375,2,0,3,137,0,2004,0
1450000,4,4,88,369,2,0,5,244,353,1925,0
888550,3,4,82,3449,2,0,3,319,0,1989,0
1360000,4,3,126,9801,2,0,4,489,0,1987,0
328000,3,2,52,711,2,0,3,203,0,1998,2006
3e+05,4,4,49,468,2,0,3,188,0,2007,0
5e+05,3,4,40,271,2,0,3,155,0,2011,0
494815,3,4,44,188,2,0,3,172,0,2014,0
378000,3,4,37,224,3,0,3,138,22,2007,0
505000,2,3,25,109,2,0,3,85,40,2006,0
680000,4,5,54,353,2,0,3,210,0,2005,0
351999,3,4,55,378,2,0,3,213,0,2014,0
510000,3,4,33,111,3,0,3,128,0,2014,0
1300000,4,3,55,360,2,0,3,212,0,2013,0
374000,2,3,29,142,2,0,3,113,0,2001,0
509900,3,4,70,815,2,0,3,273,0,2009,0
230000,3,4,26,108,2,0,3,103,0,2014,0
527700,5,4,66,844,1,0,4,140,423,1968,0
438000,2,2,30,123,3,0,3,114,0,2000,0
9e+05,3,4,74,1134,2,0,4,286,0,1978,2000
1131000,3,3,65,1241,1,3,3,251,0,2006,0
439000,4,3,60,855,2,0,3,231,0,1980,0
315000,2,1,25,241,1,0,4,65,120,1919,1985
765000,4,4,70,650,2,0,3,271,0,2004,0
332000,3,3,49,1342,1,0,3,155,133,1979,2014
6e+05,3,3,44,4195,2,0,4,130,153,1969,0
378500,3,4,66,3944,2,0,4,257,0,1990,0
190000,3,1,21,952,1,0,4,82,0,1968,0
645000,4,4,66,3377,2,0,3,257,0,1987,2000
370000,3,4,36,1514,2,0,3,141,0,1982,0
875000,4,5,72,9762,2,2,4,280,0,1979,0
1049000,4,6,110,11408,2,0,4,427,0,1991,0
479000,3,1,31,1238,1,0,4,121,0,1955,2009
245000,4,3,60,575,1,0,3,125,403,1978,0
542000,3,4,25,723,1,0,3,96,0,1966,2014
557500,3,3,42,870,2,0,3,164,0,1984,0
480000,2,1,25,274,1,0,3,77,67,1924,2011
330000,3,3,52,365,1,0,3,120,297,1993,0
160000,3,1,31,783,2,0,3,122,0,1942,1999
695500,5,5,58,826,1,1,4,144,303,1975,0
235500,5,4,54,1234,1,0,2,150,223,1967,0
326500,3,1,25,713,1,0,4,95,0,1968,0
3e+05,4,4,51,726,2,0,3,198,0,1998,2006
267000,3,1,33,729,2,0,3,126,0,1944,0
292600,3,3,35,641,1,0,4,137,0,1959,0
362000,5,3,42,270,2,0,3,163,0,1998,2006
1087500,2,2,55,1021,2,0,3,212,0,1997,0
357562,2,4,28,93,2,0,3,109,0,2014,0
789900,3,4,79,2264,1,0,4,158,557,1987,0
513000,3,4,42,413,2,0,3,163,0,1992,0
